scorer,,,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew
labeled-data,f042814_Video,img0137.png,297.7368400744878,403.152794643465,283.0203692271158,401.33603912540116,292.5094731058567,409.05423916462337,278.3134693677398,423.2237011478111,267.27697469749415,417.6906042743368,293.43748560202613,429.5767885987059,,
labeled-data,f042814_Video,img0139.png,290.70393736116915,411.6380716559009,285.5154404207216,407.6984706690958,289.7127471406872,417.31123963321903,278.3134693677398,425.7946769823676,269.806906800341,419.61335267250035,293.1338937496845,430.99355057630015,,
labeled-data,f042814_Video,img0149.png,279.4722682312795,412.4895604386698,275.5009368892459,416.66205514396626,286.0630558755501,417.8266521211039,283.43469243129096,434.17763318976296,274.7847459286709,436.3373620002619,293.9615152379476,432.49954485725755,,
labeled-data,f042814_Video,img0153.png,268.6437328319105,426.7177523006314,280.01582945523427,428.2365979040455,274.98104684994235,417.00576256365144,296.893931218436,421.1231835390733,300.4839792228101,434.7155657244182,288.65292484245845,411.2651832753009,,
labeled-data,f042814_Video,img0156.png,263.6072047391807,441.8273365788207,282.15014230461054,440.46785231008664,273.0930008678017,428.7444832352212,290.7208968874898,426.5878368812225,298.4879222679255,433.71753724697584,284.67148204584157,412.9715159024224,,
labeled-data,f042814_Video,img0157.png,265.11816316699964,441.07185736491124,282.15014230461054,440.46785231008664,273.5855346022732,428.7444832352212,293.6556181267921,426.5878368812225,301.23250058089184,433.84229080665614,282.01718684809697,415.2466260719178,,
labeled-data,f042814_Video,img0161.png,259.26140745150724,467.85815143023683,270.964188596977,462.394224944209,262.200742387359,455.13848745719224,291.63167244451466,433.77284405330744,297.3651402308029,437.46014403738445,277.6565590232309,424.3470667498992,,
labeled-data,f042814_Video,img0162.png,265.1854086858404,469.2880827626621,274.56644636534463,464.4797425995797,266.1410122631307,457.27280030656857,288.5957539210985,436.9099598608375,294.99482259687744,439.95521523099023,276.5190039384832,430.2244346877622,,
labeled-data,f042814_Video,img0174.png,,,,,,,289.70892404635106,435.69559245147104,298.86218294696636,440.4542294697114,276.5190039384832,431.7411748007591,,
labeled-data,f042814_Video,img0176.png,299.22050594946296,477.8174551802202,292.7987828579735,467.15533020686473,283.63167630488465,474.55927786374065,288.190964784643,437.11235442906525,299.23644362600726,441.2027508277931,273.8647087407386,435.722617597376,,
labeled-data,f042814_Video,img0187.png,309.9231281465137,472.7809270874904,301.7216704611333,463.82589453404387,298.30528250139616,472.8389240338048,284.5478625565436,432.2548847915994,293.99679411943515,433.84229080665614,273.29593119836477,433.63709994200525,288.65168760933346,404.76919564314085
labeled-data,f042814_Video,img0197.png,300.2278115680089,471.8995346712627,298.0592912210304,463.5595396802182,290.4118943405141,466.9694815552002,281.6131413172413,426.18304774476707,291.0027086871082,427.3551057032812,268.74571085937407,429.46606463126375,276.8651928297622,392.3254613777198
labeled-data,f042814_Video,img0201.png,295.6949362845521,478.5729343941296,293.33149256562484,467.5548624876032,286.1616084077315,469.1958218057054,282.52391687426615,429.82614997286646,293.6225334403943,430.2244375759278,271.58959857124324,429.46606463126375,276.3394012410824,392.1501975148266
labeled-data,f042814_Video,img0202.png,296.32450229614335,477.18788916862894,292.99854899834276,467.688039914516,286.2628056918453,470.0054000786164,283.23229786306325,429.421360836411,293.6225334403943,430.2244375759278,272.3479686277417,431.55158228663447,276.3394012410824,392.23782944627317
labeled-data,f042814_Video,img0210.png,,,,,,,,,,,,,268.43755831969787,384.01009663208833
labeled-data,f042814_Video,img0217.png,290.1591180539335,395.01988335662134,285.7918376533576,402.9890733701513,296.0727983832911,403.1439706210425,,,,,,,,
labeled-data,f042814_Video,img0239.png,285.1942677330803,460.21689986147265,294.0598749535666,449.87369143757206,281.5097425198351,447.50982499194777,290.948577494205,411.20165737981074,301.731514819613,412.01041786260583,275.5710413678601,408.99007310580555,270.9864905743785,389.99313752242847
labeled-data,f042814_Video,img0241.png,,,,,,,290.66044686686837,413.50670239850376,301.731514819613,418.2480958466202,275.5710413678601,409.748443162304,271.1402837582922,388.91658523503247
labeled-data,f042814_Video,img0269.png,287.1405216746002,344.30964066721816,280.8866752669277,352.3110809701998,292.48609277569386,352.5894723269857,286.91474871149205,386.42242342885953,273.37039228863455,386.78238975206,297.9429580345644,387.94530403797353,291.9553529158757,430.176094536546
labeled-data,f042814_Video,img0272.png,280.3466570670129,329.5619833483091,277.64836217528375,338.0422639101437,287.3250312858864,335.0823421752857,287.4910099661653,367.6939502380747,275.94136812319107,370.6553595171148,298.89092060518755,370.50279273850924,293.81983689265536,402.54177845213326
labeled-data,f042814_Video,img0275.png,283.2958786351188,330.22279267155994,280.6842806987,339.2566313195102,289.75376610461933,339.02903625572674,287.4910099661653,366.82955835606475,275.3896318760791,366.66011960777485,300.2180682040598,365.7629798853939,293.95301431956824,395.0172538315582
labeled-data,f042814_Video,img0279.png,296.80025775322883,304.92148466866416,288.7800634278098,311.12378633585354,297.8495488337292,315.1464772048528,282.88091992877906,346.0841531878266,271.34174051152416,338.93206376057367,292.44477512495064,349.83720869892636,291.1562883543987,377.7707770463464
labeled-data,f042814_Video,img0281.png,290.1256795684158,238.4861672655916,285.0357639155965,248.3814701852524,295.4208140149962,249.46941510858107,288.06727122083856,294.2206402672312,276.8063938536733,294.30406146635573,299.08050154750345,293.33865106160044,292.62124005043995,339.61544423581984
labeled-data,f042814_Video,img0284.png,307.8568217452843,184.63205008091592,297.4830298616028,188.16908613749808,307.56448810866095,194.62049947204616,288.93166530111074,224.78115907910143,277.31239262742673,219.7216630744315,300.4076491463757,226.79167860386127,292.155119056245,263.90406077886445
labeled-data,f042814_Video,img0286.png,318.70811340218825,200.4371922768412,310.1326903758369,196.2648688666079,313.5351278713794,207.67494912273574,288.93166530111074,220.45919966905183,278.02077361622383,214.1558124481685,301.35561171699874,226.41249357561207,291.1562883543987,251.58514878942745
labeled-data,f042814_Video,img0294.png,311.3952864160139,218.6013109199195,305.7812071589404,210.1288967902085,304.42737230113096,220.62820148931144,288.06727341910084,220.45919966905183,280.14591658261514,210.7151047882968,298.7013165192542,231.5314914569766,290.02428022563964,249.05477767808364
labeled-data,f042814_Video,img0302.png,267.3928589827506,177.78458996404237,274.1064572312982,186.65112687579,281.35439152316786,178.12534216148487,289.2197959284474,208.64584394824954,278.1219709003377,209.09594824247483,303.44112937236946,204.60935445128155,292.7544174773527,247.39005984167324
labeled-data,f042814_Video,img0304.png,236.07480018192143,188.96961096433853,248.80713620283,195.15169874135532,250.3880225843228,180.45287969610393,278.270832089655,200.5781863828236,269.8237936030001,211.92947219766327,287.13617315765276,190.95869343430942,299.6130549633636,239.73235779418536
labeled-data,f042814_Video,img0305.png,214.86468628506358,189.05246297174813,223.81140702670342,194.54451503667207,224.07672871471587,182.1732335260398,264.72869040657065,197.1206100617348,261.1208271692071,207.98277811722224,268.3665258311248,183.18540035520027,294.61890145413236,225.68213925488152
labeled-data,f042814_Video,img0306.png,191.08616015850808,188.38964691247133,201.44679488435344,194.3421204684443,203.02769361903034,181.56604982135656,245.42393837501572,190.49360563299203,239.4646083688383,203.93488675266732,248.45931184804044,179.58314258683265,287.09437683355736,205.43917036413097
labeled-data,f042814_Video,img0307.png,167.5562001679518,187.7268308531945,177.66543311759332,193.83613404787496,178.03196444290373,182.88161451483688,225.54292508878748,188.47669124163554,225.39818587700995,201.20256008159276,222.86432244121772,176.36006984671423,274.24275513646904,191.32236311137075
labeled-data,f042814_Video,img0309.png,131.51557694477532,192.53224728295137,141.84159454128235,195.86007973015242,142.71411228716212,186.3223221747086,188.95033541703404,190.78173626032867,188.05638803899092,201.00016551336503,189.87522498353505,177.87680995971112,243.74512437343037,188.99175814039617
labeled-data,f042814_Video,img0312.png,120.08199992225039,189.54957501620575,130.6086960046425,195.75888244603857,130.97522732995287,184.70316562888664,177.13697969623178,190.78173626032867,177.63306777526196,199.48220625165695,175.46619969596878,180.15192012920647,222.63650220774642,180.20204796414922
labeled-data,f042814_Video,img0316.png,125.05312036682645,187.56112683837532,134.25179823274192,194.74690960489983,134.82072412628003,183.28640365129243,178.0013715782417,187.61229935962564,176.41870036589552,199.68460081988468,173.75986706884729,177.6872174455865,220.971784371336,179.93569311032357
labeled-data,f042814_Video,img0320.png,105.42872315614629,186.12493644778425,114.11353869408123,196.77085528717728,115.5932401446442,185.10795476534213,161.86605644738978,188.76482186897218,162.04868602172556,202.01213835450378,159.54042850950128,177.6872174455865,204.9239044283397,181.0011125256262
labeled-data,f042814_Video,img0324.png,114.99646589458709,173.3041611782736,117.45304906983904,188.8774671262952,123.7902201578679,178.22653944559877,156.9678357826669,191.6461281423386,157.19121638425966,202.01213835450375,159.16124348125206,177.6872174455865,208.78604980881184,182.1331206543853
labeled-data,f042814_Video,img0326.png,116.52730473273762,184.0200330453273,126.25721278774597,192.6217666385085,127.43332238596732,179.44090685496525,162.7304483293997,191.6461281423386,161.74509416938395,200.89896822925115,163.14268627786893,180.5311051574557,212.64819518928397,182.66583036203662
labeled-data,f042814_Video,img0328.png,112.8915624921301,192.82235636469284,122.31051870730494,197.37803899186054,121.5638799073627,183.58999550363404,164.17110146608292,191.6461281423386,163.66784256754752,200.49417909279566,163.14268627786893,180.5311051574557,211.38300963361206,182.66583036203662
labeled-data,f042814_Video,img0329.png,108.29904597767853,189.76067868839178,119.57819203623036,196.77085528717728,120.04592064565462,184.60196834477276,163.59484021140963,190.49360563299203,163.97143441988914,201.60734921804828,161.81553867899663,180.5311051574557,210.9834773528736,182.9321852158623
labeled-data,f042814_Video,img0332.png,122.84201494010854,198.75435686252612,134.55539008508356,199.80677381059348,128.04050609065055,185.41154661768377,167.91679962145926,190.49360563299203,168.3229176367857,201.60734921804828,162.9530937637443,179.77273510095725,217.10963899086386,181.66699966019038
labeled-data,f042814_Video,img0336.png,159.77350191049,210.2356481486551,170.78401779785003,201.5271276405293,157.893704904243,192.59655378976873,188.6622047896974,188.47669124163554,192.91385767645676,198.57143069463208,178.49967992196258,178.82477253033417,235.35494647792194,179.86910439686716
labeled-data,f042814_Video,img0337.png,176.80408398491463,210.61835785819275,177.8678276858211,196.6696580030634,165.17990936044188,195.83486688141264,198.4586461191432,184.44286245892258,209.00422585056253,200.3929818086818,187.03134305757015,175.0329222478419,,
labeled-data,f042814_Video,img0338.png,194.98279518795215,210.42700300342392,186.57079411961416,195.6576851619247,176.71639974942337,203.62705775818077,195.00107859110352,182.42594806756608,211.53415795340936,193.91635562539395,180.2060125490841,175.79129230434035,237.21943045470158,178.404152700826
labeled-data,f042814_Video,img0345.png,273.65441562476394,194.6421213886333,261.3925972193176,186.8391052781778,262.1244633270647,197.86124097304614,222.37348818808442,198.27313257108136,221.5526890806828,185.921770180398,,,,
labeled-data,f042814_Video,img0346.png,287.15929283252893,206.24140242597747,275.35782242703203,192.80974504089633,268.80775656429387,205.4821354138669,226.9835782254707,194.52743441570502,227.32093427517356,182.8858516569818,225.7082159389912,206.31568707840304,,
labeled-data,f042814_Video,img0348.png,282.6035445149562,196.5128209315617,275.76261156348755,190.17861565393562,276.59994744106206,200.32107392405936,236.7800195549165,199.71378570776454,233.79756045846142,184.60620548691764,240.87561706896025,212.38264753039067,,
labeled-data,f042814_Video,img0372.png,288.2548985361444,377.3456978300969,284.5630512081183,386.0268780264515,294.9954698273679,384.7299615466826,291.27306957712926,412.7895589138743,278.2970736019016,413.70497887862024,306.2683747722684,411.99768666437683,292.0149661158063,456.82030898752157
labeled-data,f042814_Video,img0375.png,269.3679181884078,382.004486315872,271.491356792959,391.86052677371276,279.23773891965897,386.13833586560065,290.4086776951193,411.34890577719113,274.91362355580003,412.6284265912243,302.40101442217946,406.6332835981245,292.17914402729684,443.43980920104696
labeled-data,f042814_Video,img0397.png,253.2715498757396,442.42898064864977,271.12893618888563,446.8091943298851,267.717013300647,432.89825007794127,293.8849920490853,425.26683678673993,298.9226946425109,429.76754646751533,284.9387820623997,416.2301007547347,,
labeled-data,f042814_Video,img0398.png,258.62620055747107,427.1080068309735,267.8660892295212,439.4844358496793,273.83956441782846,429.4925979768345,294.0873866173131,424.5584557979428,299.1250892107387,429.76754646751533,287.0918866371916,414.07699617994274,,
labeled-data,f042814_Video,img0402.png,243.70052188550343,426.3425874118983,255.0810562458893,434.4236936269917,258.8819738686393,422.57138289938683,293.1766110602882,424.5584557979428,296.49395982377797,429.56515189928757,287.0918866371916,411.00113250166856,,
labeled-data,f042814_Video,img0403.png,239.2993602258207,427.2993616857424,248.68853975407333,434.0907500597096,251.3209454827291,424.2766156231521,291.55745451446626,423.74887752503184,296.19036797143633,429.1603627628321,284.784988878486,410.3859597660137,,
labeled-data,f042814_Video,img0415.png,251.5460709310249,447.7743311460057,264.470064843244,446.1433071953209,259.73198325670467,436.4932383801838,288.5215359910501,425.77282320730933,296.19036797143633,431.18430844510954,281.4015388323844,413.1542370764604,,
labeled-data,f042814_Video,img0421.png,267.2371690220678,442.22504035771,280.5154668213704,435.0693373876103,266.6283283556477,426.9899051404001,290.4442843892137,413.73034639775847,298.61910279016934,425.4160632506188,275.4036046597497,409.3094074786177,,
labeled-data,f042814_Video,img0434.png,,,,,,,,,,,,,289.98276610170944,377.6285987484621
labeled-data,f042814_Video,img0438.png,,,,,,,,,,,,,284.1193487967359,379.0008879049453
labeled-data,f042814_Video,img0444.png,304.0507631157972,396.92313700127386,291.83044977388346,400.78099787585336,299.9823230073766,408.1633091567164,279.18327798406716,411.22008761036733,281.1627013483417,400.94285217059553,278.94084788976505,418.2294121456128,273.1410355448706,377.12958450974094
labeled-data,f042814_Video,img0448.png,304.8268768582173,402.82160144366674,297.98769334109284,395.3616045535734,297.86725925675574,407.5387189435794,281.48832300276024,405.1693444362979,282.30025643308943,393.92792914798486,284.01602295891746,412.846650708633,273.1410355448706,377.6285987484621
labeled-data,f042814_Video,img0456.png,300.64990876305893,367.9404568544741,291.67122576974464,372.9708027655659,303.12085939621727,377.3097851220185,289.2678499408496,394.7966418521788,281.1627013483417,391.27363395024025,295.8580981202731,400.69698917944993,,
labeled-data,f042814_Video,img0458.png,287.07363227015736,331.58291948197166,297.28827275862653,343.743537597845,283.3564515401754,345.7323614752807,295.31859311491905,375.4918898206238,279.6459612353448,373.6415301366513,305.7008618907505,376.85904567282495,,
labeled-data,f042814_Video,img0459.png,286.0663266516114,341.1523228581582,284.0997617089327,350.44948636549225,296.1888278954131,347.93853075585895,294.74233186024577,373.4749754292673,280.32850184729807,372.9451437040315,306.7774141781465,372.55283652324107,,
labeled-data,f042814_Video,img0465.png,286.06632665161146,290.2833891215876,277.0159494393532,302.59157543092755,290.4353911024948,303.3210755331912,283.38887345528275,339.1977103640506,272.20467880561523,339.4510208354541,295.2429253846183,336.87281785526045,290.98079457915173,384.1157838518371
labeled-data,f042814_Video,img0469.png,303.4423485715291,188.67143485076463,291.3155916679201,196.51872344075105,300.8558637964396,202.3379279588544,286.8952341206233,238.43818231829346,274.3605046607768,237.89528313647006,295.8352672084104,239.27568212287088,289.4837518629883,287.18226798025364
labeled-data,f042814_Video,img0471.png,325.3512457749036,187.1604764229457,311.83003356040365,185.201758832449,317.56417588994526,194.6921529008987,290.09203853027776,216.77095243063505,277.02405319903346,210.39414447897013,299.6974125888825,221.696261770377,287.86195558714456,250.75422855360964
labeled-data,f042814_Video,img0477.png,339.70536620944733,201.01092867795256,325.0406997931171,191.62731994966083,324.77030090220444,207.20670222999496,300.7480532291262,200.78693038236247,299.9305706280407,188.81940131909127,303.1600256886161,211.2418337577196,281.125263364409,226.55203797563382
labeled-data,f042814_Video,img0478.png,347.51198475317847,195.21892137131334,336.83323120907835,186.57602135019303,338.6737234815021,199.32895115461406,302.52405567893425,198.30052695263117,302.19458688555886,184.75748979824988,305.42404194613425,212.97314030758642,277.00839589495956,223.30844542394635
labeled-data,f042814_Video,img0479.png,371.3095799913266,190.5601328855383,358.7509823930582,184.68797536805243,359.5477083173947,196.07141423923017,317.0872757673604,191.55171764336052,316.77751513251405,178.89768301408526,318.87496206433036,204.84931726590364,281.2500169240893,217.5697816786531
labeled-data,f042814_Video,img0484.png,425.70408339280806,183.50899355571664,413.9147606538614,177.62832517396157,414.88420408246145,192.5189579895105,376.0505571009882,188.354913233706,375.84168771134506,175.83460219509007,374.8094651107099,202.1191800141906,339.260406946717,194.7398802571605
labeled-data,f042814_Video,img0489.png,404.55066540334303,180.36116349776054,391.25820886817445,182.47157356293087,397.5189560031179,194.19050654650886,364.32894093225497,197.23492548274632,362.85688858734386,183.95842523677285,366.7522307824836,207.84580937144239,333.8960038804646,196.11216941364364
labeled-data,f042814_Video,img0495.png,423.4376457510797,192.70065732494845,411.77693356377085,187.72175248991218,412.6665287356091,198.58043741088534,376.0505571009882,195.81412352289988,376.4409861324528,181.56123155234187,375.07581996453564,205.18226083318575,328.65635437389255,194.86463381684078
labeled-data,f042814_Video,img0500.png,,,,,,,396.2969850288002,189.4205147035908,399.94680198256776,176.43390061619783,395.7849098494811,199.6553976163032,354.6050947873924,191.74579482483358
labeled-data,f042814_Video,img0509.png,467.3919531461119,185.38373929738262,451.84354592683553,183.27269615343346,453.52395688487314,197.01900843264852,415.47781148672726,189.4205147035908,417.45966613562547,178.89768301408523,415.76152388640594,201.45329287962645,370.6983039861494,191.74579482483358
labeled-data,f042814_Video,img0520.png,455.7507975876131,192.56381586495831,449.4336678120533,187.961004485828,450.0503346822129,197.6640703316812,413.3466085469576,195.81412352289988,415.2622385915637,179.5635701486494,414.42974961727765,202.18576872764703,365.4586544795774,192.36956262323503
labeled-data,f042814_Video,img0522.png,461.1650652872976,196.97077794609686,452.58841734413187,187.87337255438138,451.359935948666,201.0348552956721,412.2810070770728,189.06531421362922,412.93163362058914,178.03202973915182,413.0979753481493,200.58763960469304,368.70224703126485,190.623012787711
labeled-data,f042814_Video,img0524.png,478.415174004897,204.14783047823673,469.98335573628725,189.45074732042065,469.03721425095205,202.3024739049439,431.1066330450383,189.06531421362922,431.2435298211036,175.63483605472084,431.80943634342253,199.52222018939037,389.91035217691376,189.749737869949
labeled-data,f042814_Video,img0525.png,,,,,,,447.4458555832725,189.06531421362922,447.69094204483844,177.76567488532615,447.5909614325932,201.3201154527136,403.13422950302424,196.11216941364364
labeled-data,f042814_Video,img0532.png,,,,,,,462.08700231131303,189.93857382454317,465.47012853770156,177.29955389113124,460.043050848943,199.7219863297596,,
labeled-data,f042814_Video,img0534.png,,,,,,,469.44746233244996,191.5603701003869,468.7329754970659,180.0296911428443,468.1002851771694,201.85282516036494,,
labeled-data,f042814_Video,img0554.png,290.72757263504485,383.62502184732443,280.891872529828,389.3632286138932,290.1454582889549,393.64776706432104,283.11258187133456,420.5079993426313,269.65352480893034,418.0360208866462,298.6689351411609,419.9106990570602,302.27773754614657,449.8963960803573
labeled-data,f042814_Video,img0557.png,281.382291806956,400.72661470075434,277.0336916098016,404.38550751527265,286.61563319190947,405.7148435588717,284.0353409748168,424.5066221243877,272.27334956221637,424.64795954970145,299.7454874285568,421.2948377122836,300.8733406255096,441.41599929035726
labeled-data,f042814_Video,img0563.png,279.66009811403666,412.9733254059586,276.5985747301416,420.69975328082035,287.2290156576172,418.18903798482114,289.4181024117966,432.65766087181436,283.1269092544014,437.99659043549224,301.1296260837802,422.8327695514207,,
labeled-data,f042814_Video,img0578.png,267.9928943750058,439.18678671243083,282.3225652854862,438.51816465874253,273.98294677791927,427.3744321375156,291.50435749197015,423.7762684173651,295.3894592845673,436.28269094566576,283.9168866192916,414.3381477616465,,
labeled-data,f042814_Video,img0579.png,266.6078491495051,447.2452316607984,281.666898123339,440.83268641664023,271.78947132909985,434.66812056172137,289.258793417725,424.7742968948074,298.75780539593507,431.5420556778148,278.45223327714245,413.6297667728494,,
labeled-data,f042814_Video,img0590.png,,,,,,,290.3815906835536,438.9223130167722,299.2885759893366,443.32135583689364,278.0057644975473,433.58401328121704,298.2822932257937,409.2355415389809
labeled-data,f042814_Video,img0591.png,,,,,,,290.3815906835536,438.9223130167722,299.2885759893366,445.01308085994447,278.30935634988896,436.11394538406387,298.2822932257937,409.4379361072086
labeled-data,f042814_Video,img0592.png,,,,,,,289.75782288515217,437.42527030060876,299.2885759893366,442.3985967334114,278.30935634988896,434.4947888382419,298.079898657566,409.2355415389809
labeled-data,f042814_Video,img0593.png,,,,,,,291.13011204163536,437.42527030060876,297.90443733411325,442.3985967334114,278.30935634988896,433.28042142887546,,
labeled-data,f042814_Video,img0596.png,,,,,,,287.8865194899479,439.67083437485394,296.21271231106243,445.782046779513,275.3746351105866,432.87563229241994,,
labeled-data,f042814_Video,img0600.png,,,,,,,285.01718761730126,449.65111914927695,294.6747804719253,454.70205144650816,274.6662541217895,443.9061362608321,,
labeled-data,f042814_Video,img0609.png,279.9646908275038,326.02946679558283,275.2928929622578,336.9229582195475,285.88261894838985,336.22995083547875,283.14090443522974,370.1152120615159,272.68235517226486,370.42338666179535,295.2093027969056,370.5381052782743,,
labeled-data,f042814_Video,img0613.png,282.8164073004671,236.74843699125404,277.75667536014515,247.49433230459059,287.89727273504207,248.2002574779892,284.9967354651222,288.32090310033857,272.7044030397307,288.0136782418908,296.0188810698166,288.36591057780953,284.63660702526386,337.5597716598303
labeled-data,f042814_Video,img0615.png,292.2598974743354,186.13132965931987,284.38685026667144,194.81513755309584,294.2995305644061,196.78559286812276,285.7452568232039,238.29472566854315,275.0373901614706,236.98667119403405,298.2452213203218,237.76726852087313,286.2584033011076,290.02868065034664
labeled-data,f042814_Video,img0622.png,314.0428968456556,210.30666450442277,303.91487922150657,205.43231834407416,308.7323954763489,217.50830757306272,288.11557445712936,231.30852632644704,278.655243392199,223.26377962920242,301.1799425596241,233.31458801986278,287.5059388979105,255.22243749954643
labeled-data,f042814_Video,img0626.png,308.37680274133464,212.19536253919642,296.33117865652207,213.5847964514325,303.22436386831845,221.31493090318006,288.61458869585044,233.6788439603725,277.781968474437,223.01427250984185,301.1799425596241,234.02296900865989,288.5039673753528,254.97293038018586
