scorer,,,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew
labeled-data,P20221101_Video,frame_00008.png,122.59752783238602,169.86809564309394,116.5821378921458,171.75527680081632,117.17188200393404,159.9603945650512,122.24368136531305,159.4885992756206,111.39238970840913,160.1962922097665,115.99239378035753,144.3911500138412,,
labeled-data,P20221101_Video,frame_00009.png,122.59752783238602,169.86809564309394,116.5821378921458,171.75527680081632,117.17188200393404,159.9603945650512,122.24368136531305,159.4885992756206,111.39238970840913,160.1962922097665,115.99239378035753,144.3911500138412,,
labeled-data,P20221101_Video,frame_00010.png,122.59752783238602,169.86809564309394,116.5821378921458,171.75527680081632,117.17188200393404,159.9603945650512,122.24368136531305,159.4885992756206,111.39238970840913,160.1962922097665,115.99239378035753,144.3911500138412,,
labeled-data,P20221101_Video,frame_00011.png,122.59752783238602,169.86809564309394,116.5821378921458,171.75527680081632,117.17188200393404,159.9603945650512,122.24368136531305,159.4885992756206,111.39238970840913,160.1962922097665,115.99239378035753,144.3911500138412,,
labeled-data,P20221101_Video,frame_00012.png,122.57310320587851,170.18219457617198,115.81290081693567,171.34679162136348,117.65827160060945,160.31486562096435,122.55753460105633,160.97177058936674,111.00683279845451,160.597411631853,114.96122760043761,144.42494724472525,,
labeled-data,P20221101_Video,frame_00013.png,122.57310320587851,169.79948486663432,115.81290081693567,171.15543676659468,117.91009800524594,159.8741694128505,123.03592173797837,160.30202859767587,111.10251022583891,159.92766964016215,114.96122760043761,144.42494724472525,,
labeled-data,P20221101_Video,frame_00014.png,122.57310320587851,169.79948486663432,116.38696538124212,170.96408191182584,117.91009800524594,159.8741694128505,123.03592173797837,160.30202859767587,111.10251022583891,159.92766964016215,115.1655035050698,144.42494724472525,,
labeled-data,P20221101_Video,frame_00015.png,122.57310320587851,168.74703316540584,114.66477168832277,169.52892050105973,117.65827160060945,159.18164680010017,122.94024431059395,159.91931888813826,110.14573595199484,159.83199221277772,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00016.png,122.57310320587851,169.79948486663432,115.90857824432008,170.67704962967264,117.65827160060945,157.73364497344036,122.94024431059395,158.57983490475655,111.19818765322333,160.11902449493095,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00017.png,122.57310320587851,169.4167751570967,115.90857824432008,170.67704962967264,117.65827160060945,158.61503738966806,122.94024431059395,159.3452543238318,111.19818765322333,159.73631478539332,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00018.png,122.57310320587851,169.79948486663432,116.48264280862654,171.05975933921025,117.65827160060945,158.61503738966806,123.03592173797837,159.153899469063,111.10251022583891,159.06657279370245,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00019.png,122.57310320587851,169.79948486663432,116.48264280862654,171.72950133090112,117.65827160060945,158.61503738966806,123.03592173797837,159.153899469063,111.10251022583891,159.06657279370245,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00020.png,123.24284519756937,169.99083972140315,117.05670737293298,171.05975933921025,117.65827160060945,158.61503738966806,123.03592173797837,159.153899469063,111.10251022583891,159.06657279370245,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00021.png,122.95581291541615,169.99083972140315,116.57832023601094,171.72950133090112,117.65827160060945,158.61503738966806,123.03592173797837,158.9625446142942,111.10251022583891,158.3968308020116,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00022.png,123.33852262495378,169.99083972140315,116.57832023601094,171.34679162136348,117.65827160060945,158.61503738966806,123.03592173797837,158.9625446142942,110.43276823414806,158.3968308020116,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00023.png,122.57310320587851,171.04329142263163,115.62154596216686,171.34679162136348,117.65827160060945,158.61503738966806,123.03592173797837,158.9625446142942,110.81547794368569,158.01412109247397,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00024.png,122.57310320587851,171.04329142263163,115.62154596216686,171.34679162136348,117.65827160060945,158.61503738966806,123.03592173797837,158.9625446142942,110.81547794368569,158.68386308416484,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00025.png,122.57310320587851,171.42600113216926,115.23883625262923,171.72950133090112,117.65827160060945,160.06303921632787,123.03592173797837,158.9625446142942,111.19818765322333,160.5017342044686,115.31871043354393,144.42494724472525,,
labeled-data,P20221101_Video,frame_00026.png,122.95581291541615,171.33032370478486,114.56909426093837,172.39924332259196,117.65827160060945,160.06303921632787,123.03592173797837,160.68473830721354,110.9111553710701,159.83199221277772,115.52298633817611,144.8334990539896,,
labeled-data,P20221101_Video,frame_00027.png,121.61632893203443,173.33954967985744,114.76044911570719,173.06898531428283,117.72122820176858,161.44808444182854,122.84456688320955,162.50260942751726,111.19818765322333,160.31037934969976,115.52298633817611,145.19098188709592,,
labeled-data,P20221101_Video,frame_00028.png,121.32929664988121,173.33954967985744,114.76044911570719,173.06898531428283,117.72122820176858,161.44808444182854,123.03592173797837,162.8853191370549,111.19818765322333,160.31037934969976,115.88046917128241,145.75274062483442,,
labeled-data,P20221101_Video,frame_00029.png,121.71200635941884,173.33954967985744,114.66477168832277,173.64304987858927,117.72122820176858,161.44808444182854,123.03592173797837,162.8853191370549,111.19818765322333,160.31037934969976,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00030.png,121.1379417951124,173.1481948250886,114.76044911570719,173.26034016905163,117.72122820176858,161.44808444182854,123.03592173797837,162.50260942751726,111.38954250799213,160.31037934969976,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00031.png,121.99903864157207,173.1481948250886,114.76044911570719,173.26034016905163,117.72122820176858,161.44808444182854,123.03592173797837,161.83286743582642,111.86792964491418,160.98012134139063,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00032.png,120.94658694034358,173.1481948250886,114.76044911570719,173.26034016905163,117.72122820176858,159.8741694128505,122.84456688320955,160.4933834524447,111.38954250799213,159.25792764847128,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00033.png,121.32929664988121,173.1481948250886,114.76044911570719,173.26034016905163,117.72122820176858,160.56669202560084,123.13159916536277,160.7804157345979,111.38954250799213,160.31037934969976,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00034.png,121.32929664988121,172.76548511555097,114.76044911570719,173.26034016905163,117.72122820176858,160.56669202560084,123.13159916536277,161.45015772628878,111.38954250799213,160.31037934969976,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00035.png,121.90336121418765,171.7130334143225,114.37773940616955,172.30356589520756,117.72122820176858,160.56669202560084,123.13159916536277,161.45015772628878,111.29386508060773,160.31037934969976,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00036.png,121.71200635941884,170.37354943094078,114.37773940616955,171.6338239035167,117.72122820176858,160.56669202560084,122.94024431059395,161.06744801675114,111.29386508060773,159.92766964016215,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00037.png,121.80768378680325,170.37354943094078,114.37773940616955,171.6338239035167,117.72122820176858,159.43347320473666,122.94024431059395,160.20635117029147,111.29386508060773,159.25792764847128,116.03367609975655,145.54846472020222,,
labeled-data,P20221101_Video,frame_00038.png,123.14716777018496,169.70380743924994,113.42096513232548,170.77272705705704,117.91009800524594,160.125995817487,122.94024431059395,160.20635117029147,111.29386508060773,159.25792764847128,115.82940019512438,145.54846472020222,,
labeled-data,P20221101_Video,frame_00039.png,122.28607092372529,169.70380743924994,113.89935226924752,170.77272705705704,117.65827160060945,159.5593864070549,122.27050231890311,159.72796403336943,111.38954250799213,159.92766964016215,115.82940019512438,145.19098188709592,,
labeled-data,P20221101_Video,frame_00040.png,122.47742577849411,169.32109772971228,114.95180397047599,170.77272705705704,117.65827160060945,159.5593864070549,122.84456688320955,159.72796403336943,111.38954250799213,158.87521793893364,115.52298633817611,145.19098188709592,,
labeled-data,P20221101_Video,frame_00041.png,122.66878063326293,169.32109772971228,115.33451368001363,171.15543676659468,117.65827160060945,159.5593864070549,122.65321202844073,159.53660917860063,111.86792964491418,159.73631478539332,115.52298633817611,145.19098188709592,,
labeled-data,P20221101_Video,frame_00042.png,122.66878063326293,169.32109772971228,116.48264280862654,171.82517875828552,117.91009800524594,159.68529960937315,123.13159916536277,160.11067374290707,111.48521993537655,160.02334706754655,115.52298633817611,145.19098188709592,,
labeled-data,P20221101_Video,frame_00043.png,123.33852262495378,169.6081300118655,117.2480622277018,172.20788846782315,118.35079421335979,160.25190901980523,122.94024431059395,160.97177058936674,111.77225221752977,160.4060567770842,115.6251242904922,145.19098188709592,,
labeled-data,P20221101_Video,frame_00044.png,123.625554907107,169.03406544755907,118.97025592062113,172.87763045951402,118.35079421335979,159.8741694128505,122.74888945582515,160.30202859767587,111.29386508060773,160.6930890592374,115.21657248122784,145.19098188709592,,
labeled-data,P20221101_Video,frame_00045.png,123.625554907107,168.3643234558682,119.92703019446522,172.87763045951402,118.35079421335979,159.8741694128505,122.74888945582515,159.63228660598503,112.059284499683,160.6930890592374,115.21657248122784,145.03777495862178,,
labeled-data,P20221101_Video,frame_00046.png,124.00826461664464,168.3643234558682,120.59677218615607,172.87763045951402,118.35079421335979,159.8741694128505,122.74888945582515,159.63228660598503,112.059284499683,163.27637959861642,114.39946886269912,145.29311983941201,,
labeled-data,P20221101_Video,frame_00047.png,124.39097432618226,167.59890403679296,120.59677218615607,172.01653361305432,118.60262061799628,159.43347320473666,122.74888945582515,158.9625446142942,112.72902649137384,163.27637959861642,114.70588271964739,145.03777495862178,,
labeled-data,P20221101_Video,frame_00048.png,124.48665175356668,167.59890403679296,120.59677218615607,172.01653361305432,118.60262061799628,159.43347320473666,122.74888945582515,158.9625446142942,112.72902649137384,163.27637959861642,115.0633655527537,145.03777495862178,,
labeled-data,P20221101_Video,frame_00049.png,123.91258718926022,167.59890403679296,120.97948189569371,172.39924332259196,118.60262061799628,159.43347320473666,122.74888945582515,158.9625446142942,113.49444591044912,163.85044416292288,114.85908964812153,145.03777495862178,,
labeled-data,P20221101_Video,frame_00050.png,125.15639374525753,166.9291620451021,121.17083675046251,172.39924332259196,118.60262061799628,158.55208078850893,123.13159916536277,158.9625446142942,112.059284499683,160.21470192231536,114.29733091038304,145.03777495862178,,
labeled-data,P20221101_Video,frame_00051.png,124.6780066083355,166.9291620451021,120.40541733138726,172.39924332259196,118.60262061799628,158.55208078850893,123.13159916536277,158.9625446142942,112.059284499683,159.54495993062451,114.39946886269912,145.24205086325395,,
labeled-data,P20221101_Video,frame_00052.png,124.6780066083355,166.9291620451021,118.20483650154587,170.67704962967264,117.91009800524594,158.55208078850893,122.74888945582515,158.9625446142942,111.38954250799215,159.54495993062451,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00053.png,124.00826461664464,166.9291620451021,117.53509450985501,170.67704962967264,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.48521993537656,159.54495993062451,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00054.png,124.00826461664464,166.9291620451021,116.86535251816416,170.00730763798177,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,110.71980051630129,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00055.png,123.72123233449142,166.9291620451021,116.86535251816416,170.00730763798177,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.29386508060773,159.54495993062451,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00056.png,123.72123233449142,167.59890403679296,116.86535251816416,170.1986624927506,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.29386508060773,158.68386308416484,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00057.png,123.72123233449142,167.59890403679296,116.86535251816416,170.1986624927506,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.29386508060773,158.3011533746272,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00058.png,123.33852262495378,167.59890403679296,115.33451368001363,170.1986624927506,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,110.71980051630129,157.53573395555193,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00059.png,123.33852262495378,167.59890403679296,115.33451368001363,170.1986624927506,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.48521993537656,158.58818565678044,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00060.png,123.05149034280055,166.54645233556445,114.28206197878515,168.47646879983125,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.48521993537656,158.58818565678044,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00061.png,123.52987747972259,166.54645233556445,115.04748139786041,168.47646879983125,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.48521993537656,158.58818565678044,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00062.png,123.52987747972259,166.54645233556445,115.33451368001363,168.47646879983125,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,159.25792764847128,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00063.png,123.91258718926022,165.7810329164892,115.81290081693567,168.85917850936886,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00064.png,123.33852262495378,165.7810329164892,115.81290081693567,168.85917850936886,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00065.png,123.52987747972259,165.7810329164892,115.81290081693567,168.85917850936886,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00066.png,123.52987747972259,165.7810329164892,115.81290081693567,168.85917850936886,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00067.png,123.05149034280055,167.50322660940856,116.57832023601094,170.00730763798177,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00068.png,123.24284519756937,167.50322660940856,116.57832023601094,170.00730763798177,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00069.png,123.24284519756937,167.50322660940856,116.57832023601094,170.00730763798177,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00070.png,123.24284519756937,168.84271059279024,116.57832023601094,170.00730763798177,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00071.png,123.24284519756937,168.84271059279024,117.3437396550862,171.72950133090112,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00072.png,123.24284519756937,168.46000088325263,117.3437396550862,171.72950133090112,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00073.png,123.24284519756937,168.46000088325263,117.3437396550862,170.86840448444144,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00074.png,123.24284519756937,168.84271059279024,116.96102994554857,170.86840448444144,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00075.png,123.24284519756937,168.84271059279024,117.15238480031738,170.86840448444144,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00076.png,123.24284519756937,168.84271059279024,117.15238480031738,170.86840448444144,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00077.png,123.24284519756937,168.84271059279024,117.15238480031738,170.86840448444144,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733129,145.24205086325395,,
labeled-data,P20221101_Video,frame_00078.png,123.81690976187582,169.12974287494347,117.15238480031738,170.86840448444144,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,115.0633655527537,144.88456803014765,,
labeled-data,P20221101_Video,frame_00079.png,123.72123233449142,169.12974287494347,117.15238480031738,170.86840448444144,117.65827160060945,158.55208078850893,122.84456688320955,158.9625446142942,111.10251022583893,158.2054759472428,115.1655035050698,144.88456803014765,,
labeled-data,P20221101_Video,frame_00080.png,123.05149034280055,169.12974287494347,115.14315882524483,170.1986624927506,117.65827160060945,158.55208078850893,122.84456688320955,159.2495768964474,111.10251022583893,158.2054759472428,115.1655035050698,146.82518912415335,,
labeled-data,P20221101_Video,frame_00081.png,122.66878063326293,169.5124525844811,114.95180397047599,170.1986624927506,117.65827160060945,160.62964862675997,123.22727659274719,161.54583515367318,111.58089736276096,160.4060567770842,115.26764145738588,146.82518912415335,,
labeled-data,P20221101_Video,frame_00082.png,121.99903864157207,169.89516229401875,114.56909426093837,170.1986624927506,117.65827160060945,160.62964862675997,123.22727659274719,161.737190008442,111.58089736276096,159.73631478539332,115.26764145738588,146.56984424336312,,
labeled-data,P20221101_Video,frame_00083.png,121.71200635941884,170.18219457617198,114.37773940616955,170.1986624927506,117.91009800524594,160.62964862675997,123.22727659274719,161.737190008442,111.58089736276096,159.73631478539332,115.82940019512436,146.16129243409875,,
labeled-data,P20221101_Video,frame_00084.png,121.71200635941884,169.5124525844811,113.89935226924752,170.1986624927506,117.91009800524594,159.5593864070549,123.22727659274719,161.737190008442,111.58089736276096,159.73631478539332,115.77833121896633,146.7741201479953,,
labeled-data,P20221101_Video,frame_00085.png,120.85090951295916,171.23464627740046,113.89935226924752,169.72027535582853,117.91009800524594,159.5593864070549,123.03592173797837,159.72796403336946,111.38954250799215,159.06657279370248,115.77833121896633,146.5187752672051,,
labeled-data,P20221101_Video,frame_00086.png,120.37252237603713,171.23464627740046,113.03825542278784,169.1462107915221,117.34348859481385,159.5593864070549,123.32295402013159,160.3977060250603,111.38954250799215,159.06657279370248,115.77833121896633,146.5187752672051,,
labeled-data,P20221101_Video,frame_00087.png,119.9898126664995,170.85193656786282,113.03825542278784,168.18943651767802,117.4694017971321,159.5593864070549,123.13159916536277,160.87609316198234,110.33709080676365,158.58818565678044,115.5229863381761,147.64229274268206,,
labeled-data,P20221101_Video,frame_00088.png,119.12871582003983,170.85193656786282,112.36851343109699,168.18943651767802,117.72122820176858,159.5593864070549,123.13159916536277,160.87609316198234,110.43276823414807,158.58818565678044,117.25933152754962,145.54846472020222,,
labeled-data,P20221101_Video,frame_00089.png,119.12871582003983,171.42600113216926,111.98580372155935,170.10298506536617,117.72122820176858,159.5593864070549,122.84456688320955,160.87609316198234,111.29386508060773,159.4492825032401,116.23795200438872,145.54846472020222,,
labeled-data,P20221101_Video,frame_00090.png,119.12871582003983,171.8087108417069,111.98580372155935,171.25111419397908,117.65827160060945,159.5593864070549,122.84456688320955,160.87609316198234,110.71980051630129,159.92766964016215,116.23795200438872,145.54846472020222,,
labeled-data,P20221101_Video,frame_00091.png,119.12871582003983,171.7130334143225,111.98580372155935,171.25111419397908,117.65827160060945,159.5593864070549,122.74888945582515,160.87609316198234,110.71980051630129,159.4492825032401,115.21657248122783,145.75274062483442,,
labeled-data,P20221101_Video,frame_00092.png,118.45897382834897,171.7130334143225,111.98580372155935,171.25111419397908,117.34348859481385,159.5593864070549,122.74888945582515,160.87609316198234,110.71980051630129,159.4492825032401,115.26764145738588,145.54846472020222,,
labeled-data,P20221101_Video,frame_00093.png,119.22439324742423,171.42600113216926,111.98580372155935,171.25111419397908,117.2175753924956,160.6926052279191,122.74888945582515,160.87609316198234,110.91115537107011,160.11902449493095,115.6251242904922,145.54846472020222,,
labeled-data,P20221101_Video,frame_00094.png,119.22439324742423,171.42600113216926,113.22961027755666,172.49492074997636,117.2175753924956,160.6926052279191,122.74888945582515,160.87609316198234,110.91115537107011,160.11902449493095,115.6251242904922,145.54846472020222,,
labeled-data,P20221101_Video,frame_00095.png,120.85090951295916,170.37354943094078,113.80367484186311,172.49492074997636,117.28053199365472,160.6926052279191,122.46185717367192,160.87609316198234,110.91115537107011,160.11902449493095,115.6251242904922,145.54846472020222,,
labeled-data,P20221101_Video,frame_00096.png,121.2336192224968,170.37354943094078,114.09070712401633,172.49492074997636,117.4694017971321,160.6926052279191,122.65321202844073,160.87609316198234,111.29386508060773,161.17147619615946,115.6251242904922,145.54846472020222,,
labeled-data,P20221101_Video,frame_00097.png,121.42497407726562,170.37354943094078,115.81290081693567,173.16466274166723,117.4694017971321,160.6926052279191,122.65321202844073,160.87609316198234,111.58089736276096,161.17147619615946,115.6251242904922,145.54846472020222,,
labeled-data,P20221101_Video,frame_00098.png,122.47742577849411,170.37354943094078,115.81290081693567,172.7819530321296,117.4694017971321,160.6926052279191,122.65321202844073,160.87609316198234,111.58089736276096,161.17147619615946,115.42084838586001,146.21236141025682,,
labeled-data,P20221101_Video,frame_00099.png,121.99903864157207,170.18219457617198,115.62154596216686,172.39924332259196,117.4694017971321,160.6926052279191,122.65321202844073,160.87609316198234,111.58089736276096,161.17147619615946,115.0633655527537,146.56984424336312,,
labeled-data,P20221101_Video,frame_00100.png,122.19039349634087,169.4167751570967,115.81290081693567,172.39924332259196,117.4694017971321,160.44077882328259,122.65321202844073,160.87609316198234,111.58089736276096,161.17147619615946,114.85908964812153,146.3144993625729,,
labeled-data,P20221101_Video,frame_00101.png,122.57310320587851,169.4167751570967,117.05670737293298,172.11221104043875,117.72122820176858,158.9927769966228,122.65321202844073,159.82364146075386,111.38954250799215,159.16225022108688,114.85908964812153,146.3144993625729,,
labeled-data,P20221101_Video,frame_00102.png,122.76445806064733,169.4167751570967,116.48264280862654,172.11221104043875,117.72122820176858,159.24460340125927,122.84456688320955,159.82364146075386,111.58089736276096,159.16225022108688,114.85908964812153,146.3144993625729,,
labeled-data,P20221101_Video,frame_00103.png,122.76445806064733,169.4167751570967,116.48264280862654,172.11221104043875,117.91009800524594,159.68529960937315,122.84456688320955,159.82364146075386,111.38954250799215,160.02334706754655,114.85908964812153,146.3144993625729,,
labeled-data,P20221101_Video,frame_00104.png,121.99903864157207,169.4167751570967,115.62154596216686,170.86840448444144,117.91009800524594,159.68529960937315,123.41863144751599,160.68473830721354,111.38954250799215,159.73631478539332,115.11443452891174,146.3144993625729,,
labeled-data,P20221101_Video,frame_00105.png,122.19039349634087,169.4167751570967,115.23883625262923,170.86840448444144,117.91009800524594,159.68529960937315,123.13159916536277,160.68473830721354,111.38954250799215,159.73631478539332,115.26764145738588,146.3144993625729,,
labeled-data,P20221101_Video,frame_00106.png,122.76445806064733,169.4167751570967,115.23883625262923,170.86840448444144,117.91009800524594,159.68529960937315,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.26764145738588,146.3144993625729,,
labeled-data,P20221101_Video,frame_00107.png,122.76445806064733,169.4167751570967,115.71722338955126,171.25111419397908,117.65827160060945,159.43347320473666,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.9826071235985,145.90594755330855,,
labeled-data,P20221101_Video,frame_00108.png,122.66878063326293,169.4167751570967,115.71722338955126,171.25111419397908,117.65827160060945,159.43347320473666,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.88046917128241,145.90594755330855,,
labeled-data,P20221101_Video,frame_00109.png,122.66878063326293,169.4167751570967,115.71722338955126,171.25111419397908,117.65827160060945,159.43347320473666,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.77833121896633,145.90594755330855,,
labeled-data,P20221101_Video,frame_00110.png,121.99903864157207,169.4167751570967,115.33451368001363,171.25111419397908,117.65827160060945,159.43347320473666,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.5229863381761,145.90594755330855,,
labeled-data,P20221101_Video,frame_00111.png,121.99903864157207,169.4167751570967,115.33451368001363,171.25111419397908,117.65827160060945,159.43347320473666,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.5229863381761,145.90594755330855,,
labeled-data,P20221101_Video,frame_00112.png,121.99903864157207,169.4167751570967,114.47341683355396,170.1986624927506,117.65827160060945,159.43347320473666,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.82940019512436,145.90594755330855,,
labeled-data,P20221101_Video,frame_00113.png,121.32929664988121,169.89516229401875,114.47341683355396,170.1986624927506,117.65827160060945,159.43347320473666,123.13159916536277,160.01499631552267,111.38954250799215,159.73631478539332,115.77833121896633,145.70167164867635,,
