scorer,Unnamed: 1_level_0,Unnamed: 2_level_0,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew,Andrew
labeled-data,P20221101_Video,frame_00014.png,121.4664145485207,175.8848062746598,122.57310320587852,169.79948486663432,116.38696538124212,170.96408191182584,117.91009800524594,159.8741694128505,123.03592173797836,160.30202859767587,111.10251022583893,159.92766964016215,115.1655035050698,144.42494724472525
labeled-data,P20221101_Video,frame_00015.png,121.4664145485207,175.8848062746598,122.57310320587852,168.74703316540584,114.66477168832276,169.52892050105973,117.65827160060944,159.18164680010017,122.94024431059395,159.91931888813826,110.14573595199484,159.83199221277772,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00016.png,121.4664145485207,175.80719490041778,122.57310320587852,169.79948486663432,115.90857824432008,170.67704962967264,117.65827160060944,157.73364497344036,122.94024431059395,158.57983490475655,111.19818765322331,160.11902449493095,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00017.png,121.31119180003668,175.80719490041778,122.57310320587852,169.4167751570967,115.90857824432008,170.67704962967264,117.65827160060944,158.61503738966806,122.94024431059395,159.3452543238318,111.19818765322331,159.73631478539332,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00018.png,122.24252829094084,176.35047452011187,122.57310320587852,169.79948486663432,116.48264280862654,171.05975933921025,117.65827160060944,158.61503738966806,123.03592173797836,159.153899469063,111.10251022583893,159.06657279370245,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00019.png,122.0873055424568,176.35047452011187,122.57310320587852,169.79948486663432,116.48264280862654,171.72950133090112,117.65827160060944,158.61503738966806,123.03592173797836,159.153899469063,111.10251022583893,159.06657279370245,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00020.png,122.0096941682148,176.42808589435387,123.24284519756937,169.99083972140315,117.05670737293298,171.05975933921025,117.65827160060944,158.61503738966806,123.03592173797836,159.153899469063,111.10251022583893,159.06657279370245,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00021.png,121.93208279397278,176.5056972685959,122.95581291541616,169.99083972140315,116.57832023601094,171.72950133090112,117.65827160060944,158.61503738966806,123.03592173797836,158.9625446142942,111.10251022583893,158.3968308020116,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00022.png,121.54402592276271,177.04897688829,123.33852262495378,169.99083972140315,116.57832023601094,171.34679162136348,117.65827160060944,158.61503738966806,123.03592173797836,158.9625446142942,110.43276823414806,158.3968308020116,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00023.png,120.84552355458462,177.04897688829,122.57310320587852,171.04329142263165,115.62154596216686,171.34679162136348,117.65827160060944,158.61503738966806,123.03592173797836,158.9625446142942,110.81547794368568,158.01412109247397,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00024.png,120.30224393489054,176.73853139132194,122.57310320587852,171.04329142263165,115.62154596216686,171.34679162136348,117.65827160060944,158.61503738966806,123.03592173797836,158.9625446142942,110.81547794368568,158.68386308416484,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00025.png,119.91418706368049,177.35942238525803,122.57310320587852,171.42600113216926,115.23883625262924,171.72950133090112,117.65827160060944,160.0630392163279,123.03592173797836,158.9625446142942,111.19818765322331,160.5017342044686,115.31871043354391,144.42494724472525
labeled-data,P20221101_Video,frame_00026.png,118.8276278242923,177.35942238525803,122.95581291541616,171.33032370478486,114.56909426093836,172.39924332259196,117.65827160060944,160.0630392163279,123.03592173797836,160.68473830721354,110.9111553710701,159.83199221277772,115.52298633817612,144.8334990539896
labeled-data,P20221101_Video,frame_00027.png,117.89629133338818,178.6012043731302,121.61632893203443,173.33954967985744,114.7604491157072,173.06898531428283,117.72122820176858,161.44808444182854,122.84456688320957,162.50260942751726,111.19818765322331,160.31037934969976,115.52298633817612,145.19098188709592
labeled-data,P20221101_Video,frame_00028.png,117.43062308793613,178.6012043731302,121.3292966498812,173.33954967985744,114.7604491157072,173.06898531428283,117.72122820176858,161.44808444182854,123.03592173797836,162.8853191370549,111.19818765322331,160.31037934969976,115.8804691712824,145.75274062483442
labeled-data,P20221101_Video,frame_00029.png,118.36195957884024,178.6012043731302,121.71200635941884,173.33954967985744,114.66477168832276,173.64304987858927,117.72122820176858,161.44808444182854,123.03592173797836,162.8853191370549,111.19818765322331,160.31037934969976,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00030.png,118.20673683035622,178.6012043731302,121.1379417951124,173.1481948250886,114.7604491157072,173.26034016905163,117.72122820176858,161.44808444182854,123.03592173797836,162.50260942751726,111.38954250799212,160.31037934969976,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00031.png,118.20673683035622,178.6012043731302,121.99903864157208,173.1481948250886,114.7604491157072,173.26034016905163,117.72122820176858,161.44808444182854,123.03592173797836,161.83286743582642,111.86792964491418,160.98012134139063,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00032.png,118.20673683035622,178.6012043731302,120.94658694034358,173.1481948250886,114.7604491157072,173.26034016905163,117.72122820176858,159.8741694128505,122.84456688320957,160.4933834524447,111.38954250799212,159.25792764847128,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00033.png,117.89629133338818,178.6012043731302,121.3292966498812,173.1481948250886,114.7604491157072,173.26034016905163,117.72122820176858,160.56669202560084,123.13159916536276,160.7804157345979,111.38954250799212,160.31037934969976,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00034.png,117.89629133338818,178.6012043731302,121.3292966498812,172.76548511555097,114.7604491157072,173.26034016905163,117.72122820176858,160.56669202560084,123.13159916536276,161.45015772628878,111.38954250799212,160.31037934969976,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00035.png,118.8276278242923,178.6012043731302,121.90336121418764,171.7130334143225,114.37773940616955,172.30356589520756,117.72122820176858,160.56669202560084,123.13159916536276,161.45015772628878,111.29386508060772,160.31037934969976,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00036.png,118.8276278242923,177.66986788222607,121.71200635941884,170.37354943094078,114.37773940616955,171.6338239035167,117.72122820176858,160.56669202560084,122.94024431059395,161.06744801675114,111.29386508060772,159.92766964016215,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00037.png,119.3709074439864,176.5833086428379,121.80768378680324,170.37354943094078,114.37773940616955,171.6338239035167,117.72122820176858,159.43347320473666,122.94024431059395,160.20635117029147,111.29386508060772,159.25792764847128,116.03367609975656,145.54846472020222
labeled-data,P20221101_Video,frame_00038.png,119.3709074439864,176.42808589435387,123.14716777018496,169.70380743924994,113.42096513232548,170.77272705705704,117.91009800524594,160.125995817487,122.94024431059395,160.20635117029147,111.29386508060772,159.25792764847128,115.82940019512438,145.54846472020222
labeled-data,P20221101_Video,frame_00039.png,120.45746668337456,176.04002902314383,122.28607092372528,169.70380743924994,113.89935226924752,170.77272705705704,117.65827160060944,159.5593864070549,122.27050231890313,159.72796403336943,111.38954250799212,159.92766964016215,115.82940019512438,145.19098188709592
labeled-data,P20221101_Video,frame_00040.png,120.84552355458462,176.04002902314383,122.47742577849412,169.32109772971228,114.951803970476,170.77272705705704,117.65827160060944,159.5593864070549,122.84456688320957,159.72796403336943,111.38954250799212,158.87521793893364,115.52298633817612,145.19098188709592
labeled-data,P20221101_Video,frame_00041.png,121.69924867124676,176.04002902314383,122.66878063326293,169.32109772971228,115.33451368001364,171.15543676659468,117.65827160060944,159.5593864070549,122.65321202844072,159.53660917860063,111.86792964491418,159.73631478539332,115.52298633817612,145.19098188709592
labeled-data,P20221101_Video,frame_00042.png,122.55297378790888,177.281811011016,122.66878063326293,169.32109772971228,116.48264280862654,171.82517875828552,117.91009800524594,159.68529960937315,123.13159916536276,160.11067374290707,111.48521993537656,160.02334706754655,115.52298633817612,145.19098188709592
labeled-data,P20221101_Video,frame_00043.png,123.01864203336096,176.04002902314383,123.33852262495378,169.6081300118655,117.2480622277018,172.20788846782315,118.3507942133598,160.25190901980525,122.94024431059395,160.97177058936674,111.77225221752975,160.4060567770842,115.6251242904922,145.19098188709592
labeled-data,P20221101_Video,frame_00044.png,124.10520127274911,175.10869253223967,123.625554907107,169.03406544755907,118.97025592062111,172.87763045951402,118.3507942133598,159.8741694128505,122.74888945582516,160.30202859767587,111.29386508060772,160.6930890592374,115.21657248122784,145.19098188709592
labeled-data,P20221101_Video,frame_00045.png,124.95892638941125,175.10869253223967,123.625554907107,168.3643234558682,119.92703019446522,172.87763045951402,118.3507942133598,159.8741694128505,122.74888945582516,159.63228660598503,112.059284499683,160.6930890592374,115.21657248122784,145.03777495862178
labeled-data,P20221101_Video,frame_00046.png,124.8037036409272,175.10869253223967,124.00826461664464,168.3643234558682,120.59677218615607,172.87763045951402,118.3507942133598,159.8741694128505,122.74888945582516,159.63228660598503,112.059284499683,163.27637959861642,114.39946886269912,145.293119839412
labeled-data,P20221101_Video,frame_00047.png,126.0454856287994,173.3236309246734,124.39097432618226,167.59890403679296,120.59677218615607,172.01653361305432,118.60262061799628,159.43347320473666,122.74888945582516,158.9625446142942,112.72902649137384,163.27637959861642,114.7058827196474,145.03777495862178
labeled-data,P20221101_Video,frame_00048.png,126.0454856287994,173.3236309246734,124.48665175356668,167.59890403679296,120.59677218615607,172.01653361305432,118.60262061799628,159.43347320473666,122.74888945582516,158.9625446142942,112.72902649137384,163.27637959861642,115.0633655527537,145.03777495862178
labeled-data,P20221101_Video,frame_00049.png,126.35593112576746,173.09079680194736,123.91258718926022,167.59890403679296,120.97948189569372,172.39924332259196,118.60262061799628,159.43347320473666,122.74888945582516,158.9625446142942,113.49444591044912,163.85044416292288,114.85908964812153,145.03777495862178
labeled-data,P20221101_Video,frame_00050.png,126.51115387425148,173.09079680194736,125.15639374525752,166.9291620451021,121.17083675046251,172.39924332259196,118.60262061799628,158.55208078850893,123.13159916536276,158.9625446142942,112.059284499683,160.21470192231536,114.29733091038304,145.03777495862178
labeled-data,P20221101_Video,frame_00051.png,125.65742875758934,173.09079680194736,124.6780066083355,166.9291620451021,120.40541733138726,172.39924332259196,118.60262061799628,158.55208078850893,123.13159916536276,158.9625446142942,112.059284499683,159.54495993062451,114.39946886269912,145.24205086325395
labeled-data,P20221101_Video,frame_00052.png,124.33803539547516,173.40124229891543,124.6780066083355,166.9291620451021,118.20483650154588,170.67704962967264,117.91009800524594,158.55208078850893,122.74888945582516,158.9625446142942,111.38954250799216,159.54495993062451,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00053.png,123.79475577578106,173.40124229891543,124.00826461664464,166.9291620451021,117.535094509855,170.67704962967264,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.48521993537656,159.54495993062451,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00054.png,123.79475577578106,173.40124229891543,124.00826461664464,166.9291620451021,116.86535251816416,170.00730763798177,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,110.71980051630128,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00055.png,123.87236715002308,174.4878015383036,123.72123233449142,166.9291620451021,116.86535251816416,170.00730763798177,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.29386508060772,159.54495993062451,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00056.png,123.25147615608698,174.4878015383036,123.72123233449142,167.59890403679296,116.86535251816416,170.1986624927506,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.29386508060772,158.68386308416484,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00057.png,122.63058516215088,173.09079680194736,123.72123233449142,167.59890403679296,116.86535251816416,170.1986624927506,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.29386508060772,158.3011533746272,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00058.png,121.62163729700474,173.09079680194736,123.33852262495378,167.59890403679296,115.33451368001364,170.1986624927506,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,110.71980051630128,157.53573395555193,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00059.png,121.15596905155266,173.09079680194736,123.33852262495378,167.59890403679296,115.33451368001364,170.1986624927506,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.48521993537656,158.58818565678044,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00060.png,121.15596905155266,173.09079680194736,123.05149034280056,166.54645233556445,114.28206197878517,168.47646879983125,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.48521993537656,158.58818565678044,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00061.png,122.63058516215088,173.40124229891543,123.5298774797226,166.54645233556445,115.0474813978604,168.47646879983125,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.48521993537656,158.58818565678044,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00062.png,123.17386478184496,172.0042375625592,123.5298774797226,166.54645233556445,115.33451368001364,168.47646879983125,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,159.25792764847128,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00063.png,123.17386478184496,172.0042375625592,123.91258718926022,165.7810329164892,115.81290081693568,168.85917850936886,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00064.png,123.17386478184496,172.31468305952723,123.33852262495378,165.7810329164892,115.81290081693568,168.85917850936886,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00065.png,122.7081965363929,173.09079680194736,123.5298774797226,165.7810329164892,115.81290081693568,168.85917850936886,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00066.png,122.1649169166988,173.40124229891543,123.5298774797226,165.7810329164892,115.81290081693568,168.85917850936886,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00067.png,122.1649169166988,173.40124229891543,123.05149034280056,167.50322660940856,116.57832023601094,170.00730763798177,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.87521793893364,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00068.png,121.93208279397278,174.6430242867876,123.24284519756937,167.50322660940856,116.57832023601094,170.00730763798177,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00069.png,121.93208279397278,174.6430242867876,123.24284519756937,167.50322660940856,116.57832023601094,170.00730763798177,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00070.png,122.32013966518284,175.72958352617576,123.24284519756937,168.84271059279024,116.57832023601094,170.00730763798177,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00071.png,122.32013966518284,175.72958352617576,123.24284519756937,168.84271059279024,117.3437396550862,171.72950133090112,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00072.png,122.32013966518284,174.09974466709355,123.24284519756937,168.46000088325263,117.3437396550862,171.72950133090112,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00073.png,122.32013966518284,174.95346978375565,123.24284519756937,168.46000088325263,117.3437396550862,170.86840448444144,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00074.png,122.63058516215088,174.95346978375565,123.24284519756937,168.84271059279024,116.96102994554856,170.86840448444144,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00075.png,122.63058516215088,174.95346978375565,123.24284519756937,168.84271059279024,117.15238480031738,170.86840448444144,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00076.png,122.63058516215088,174.95346978375565,123.24284519756937,168.84271059279024,117.15238480031738,170.86840448444144,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00077.png,122.63058516215088,174.95346978375565,123.24284519756937,168.84271059279024,117.15238480031738,170.86840448444144,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,114.60374476733128,145.24205086325395
labeled-data,P20221101_Video,frame_00078.png,122.00969416821478,175.49674940344974,123.81690976187582,169.12974287494347,117.15238480031738,170.86840448444144,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,115.0633655527537,144.88456803014765
labeled-data,P20221101_Video,frame_00079.png,121.31119180003668,175.72958352617576,123.72123233449142,169.12974287494347,117.15238480031738,170.86840448444144,117.65827160060944,158.55208078850893,122.84456688320957,158.9625446142942,111.10251022583893,158.2054759472428,115.1655035050698,144.88456803014765
labeled-data,P20221101_Video,frame_00080.png,120.45746668337456,175.72958352617576,123.05149034280056,169.12974287494347,115.14315882524484,170.1986624927506,117.65827160060944,158.55208078850893,122.84456688320957,159.2495768964474,111.10251022583893,158.2054759472428,115.1655035050698,146.82518912415335
labeled-data,P20221101_Video,frame_00081.png,119.68135294095444,175.72958352617576,122.66878063326293,169.5124525844811,114.951803970476,170.1986624927506,117.65827160060944,160.62964862675997,123.2272765927472,161.54583515367318,111.58089736276096,160.4060567770842,115.26764145738588,146.82518912415335
labeled-data,P20221101_Video,frame_00082.png,118.82762782429228,175.72958352617576,121.99903864157208,169.89516229401875,114.56909426093836,170.1986624927506,117.65827160060944,160.62964862675997,123.2272765927472,161.737190008442,111.58089736276096,159.73631478539332,115.26764145738588,146.56984424336312
labeled-data,P20221101_Video,frame_00083.png,118.1291254561142,175.72958352617576,121.71200635941884,170.18219457617198,114.37773940616955,170.1986624927506,117.91009800524594,160.62964862675997,123.2272765927472,161.737190008442,111.58089736276096,159.73631478539332,115.82940019512436,146.16129243409875
labeled-data,P20221101_Video,frame_00084.png,117.19778896521004,174.87585840951365,121.71200635941884,169.5124525844811,113.89935226924752,170.1986624927506,117.91009800524594,159.5593864070549,123.2272765927472,161.737190008442,111.58089736276096,159.73631478539332,115.77833121896631,146.7741201479953
labeled-data,P20221101_Video,frame_00085.png,116.1888411000639,174.87585840951365,120.85090951295916,171.23464627740046,113.89935226924752,169.72027535582853,117.91009800524594,159.5593864070549,123.03592173797836,159.72796403336946,111.38954250799216,159.06657279370248,115.77833121896631,146.5187752672051
labeled-data,P20221101_Video,frame_00086.png,115.10228186067572,173.78929917012547,120.37252237603713,171.23464627740046,113.03825542278784,169.1462107915221,117.34348859481383,159.5593864070549,123.3229540201316,160.3977060250603,111.38954250799216,159.06657279370248,115.77833121896631,146.5187752672051
labeled-data,P20221101_Video,frame_00087.png,114.8694477379497,172.5475171822533,119.9898126664995,170.85193656786282,113.03825542278784,168.18943651767802,117.4694017971321,159.5593864070549,123.13159916536276,160.87609316198234,110.33709080676364,158.58818565678044,115.5229863381761,147.64229274268206
labeled-data,P20221101_Video,frame_00088.png,114.32616811825562,172.5475171822533,119.12871582003984,170.85193656786282,112.368513431097,168.18943651767802,117.72122820176858,159.5593864070549,123.13159916536276,160.87609316198234,110.43276823414809,158.58818565678044,117.25933152754962,145.54846472020222
labeled-data,P20221101_Video,frame_00089.png,114.71422498946568,174.95346978375565,119.12871582003984,171.42600113216926,111.98580372155936,170.10298506536617,117.72122820176858,159.5593864070549,122.84456688320957,160.87609316198234,111.29386508060772,159.4492825032401,116.23795200438872,145.54846472020222
labeled-data,P20221101_Video,frame_00090.png,114.71422498946568,174.95346978375565,119.12871582003984,171.8087108417069,111.98580372155936,171.25111419397908,117.65827160060944,159.5593864070549,122.84456688320957,160.87609316198234,110.71980051630128,159.92766964016215,116.23795200438872,145.54846472020222
labeled-data,P20221101_Video,frame_00091.png,114.40377949249763,175.49674940344974,119.12871582003984,171.7130334143225,111.98580372155936,171.25111419397908,117.65827160060944,159.5593864070549,122.74888945582516,160.87609316198234,110.71980051630128,159.4492825032401,115.21657248122784,145.75274062483442
labeled-data,P20221101_Video,frame_00092.png,114.71422498946568,175.49674940344974,118.45897382834896,171.7130334143225,111.98580372155936,171.25111419397908,117.34348859481383,159.5593864070549,122.74888945582516,160.87609316198234,110.71980051630128,159.4492825032401,115.26764145738588,145.54846472020222
labeled-data,P20221101_Video,frame_00093.png,116.26645247430592,176.04002902314383,119.22439324742425,171.42600113216926,111.98580372155936,171.25111419397908,117.2175753924956,160.6926052279191,122.74888945582516,160.87609316198234,110.91115537107012,160.11902449493095,115.6251242904922,145.54846472020222
labeled-data,P20221101_Video,frame_00094.png,117.66345721066212,176.04002902314383,119.22439324742425,171.42600113216926,113.22961027755666,172.49492074997636,117.2175753924956,160.6926052279191,122.74888945582516,160.87609316198234,110.91115537107012,160.11902449493095,115.6251242904922,145.54846472020222
labeled-data,P20221101_Video,frame_00095.png,118.75001645005028,176.04002902314383,120.85090951295916,170.37354943094078,113.80367484186311,172.49492074997636,117.28053199365472,160.6926052279191,122.46185717367192,160.87609316198234,110.91115537107012,160.11902449493095,115.6251242904922,145.54846472020222
labeled-data,P20221101_Video,frame_00096.png,119.83657568943843,176.04002902314383,121.2336192224968,170.37354943094078,114.09070712401632,172.49492074997636,117.4694017971321,160.6926052279191,122.65321202844072,160.87609316198234,111.29386508060772,161.17147619615946,115.6251242904922,145.54846472020222
labeled-data,P20221101_Video,frame_00097.png,120.37985530913252,176.04002902314383,121.42497407726562,170.37354943094078,115.81290081693568,173.16466274166723,117.4694017971321,160.6926052279191,122.65321202844072,160.87609316198234,111.58089736276096,161.17147619615946,115.6251242904922,145.54846472020222
labeled-data,P20221101_Video,frame_00098.png,120.69030080610058,177.12658826253198,122.47742577849412,170.37354943094078,115.81290081693568,172.7819530321296,117.4694017971321,160.6926052279191,122.65321202844072,160.87609316198234,111.58089736276096,161.17147619615946,115.42084838586,146.21236141025682
labeled-data,P20221101_Video,frame_00099.png,120.8455235545846,176.27286314586985,121.99903864157208,170.18219457617198,115.62154596216686,172.39924332259196,117.4694017971321,160.6926052279191,122.65321202844072,160.87609316198234,111.58089736276096,161.17147619615946,115.0633655527537,146.56984424336312
labeled-data,P20221101_Video,frame_00100.png,121.5440259227627,176.27286314586985,122.19039349634087,169.4167751570967,115.81290081693568,172.39924332259196,117.4694017971321,160.4407788232826,122.65321202844072,160.87609316198234,111.58089736276096,161.17147619615946,114.85908964812153,146.3144993625729
